CODIGO DEL RECURSO;NOMBRE DEL RECURSO;REGIÓN;latitud;longitud;ALTITUD;ZONA_CLIMATICA;CLUSTER;CLUSTER_KM
985;Centro Artesanal  Fundo De Fierro;Arequipa;-16.394135320955296;-71.53529830542512;2347.0;Templado Seco (Quechua);12;16
989;Barrio De San Lazaro;Arequipa;-16.393107662158616;-71.53376340866089;2357.0;Templado Seco (Quechua);12;16
993;Museo Arqueologico Jose Maria Morante Maldonado De La Universidad Nacional De San Agustin De Arequipa;Arequipa;-16.400775562763958;-71.53697937726974;2337.0;Templado Seco (Quechua);12;16
995;Ventana Del Colca;Arequipa;-15.662338;-71.416113;4314.0;Muy Frío (Puna);-1;3
998;Pueblo De Indiana;Loreto;-3.50028;-73.0411;90.0;Tropical Húmedo (Selva);-1;7
999;Malecón Tarapacá;Loreto;-3.7530496298879936;-73.24443340301514;103.0;Tropical Húmedo (Selva);2;27
1000;Comunidad Nativa Boras De San Andres Del Río Momón;Loreto;-3.682340148639;-73.2840847891;87.0;Tropical Húmedo (Selva);2;27
1002;Reserva Nacional Pacaya - Samiria (Loreto - Requena - Alto Amazonas);Loreto;-4.6530714457207285;-73.79487872162103;92.0;Tropical Húmedo (Selva);14;7
1005;Laguna Cushillococha;Loreto;-3.941512;-70.44878;69.0;Tropical Húmedo (Selva);14;7
1006;Pueblo De Pebas ;Loreto;-3.320572;-71.861712;100.0;Tropical Húmedo (Selva);14;7
1007;Mirador Del Barrio De Jerusalén;Loreto;-7.352911701171164;-75.00596880912781;163.0;Tropical Húmedo (Selva);-1;21
1008;Aguas Calientes;Loreto;-7.332265779274816;-75.00667691230774;147.0;Tropical Húmedo (Selva);-1;21
1009;Lago Chia Tipishca, C.C. N.N. Canaán;Loreto;-7.389364929965083;-75.03430366516113;131.0;Tropical Húmedo (Selva);-1;21
1011;Museo Municipal Vicús;Piura;-5.1924686574136;-80.62980942428112;34.0;Cálido / Desértico (Costa);6;14
1015;Caleta Constante;Piura;-5.688329;-80.850682;3.0;Cálido / Desértico (Costa);-1;1
1018;Médano Blanco;Piura;-5.650826;-80.68888500000003;3.0;Cálido / Desértico (Costa);-1;1
1021;Parroquia Catedral Sagrada Familia De Chulucanas ;Piura;-5.09723;-80.1611;95.0;Cálido / Desértico (Costa);39;1
1031;Plaza De Armas De Chiquián;Áncash;-10.152035;-77.15688899999998;3379.0;Templado Seco (Quechua);-1;28
1035;Fiesta Patronal De Santa Rosa De Lima - Chiquian;Áncash;-10.1519;-77.1588;3397.0;Templado Seco (Quechua);-1;28
1036;Rocódromo De Los Olivos - Independencia;Áncash;-9.527818709902444;-77.54211169663813;3099.0;Templado Seco (Quechua);20;2
1039;Corpus Danza;Áncash;-8.9769;-77.1843;2759.0;Templado Seco (Quechua);62;13
1041;Sitio Arqueológico Yayno;Áncash;-8.884271238398908;-77.45577544238422;4034.0;Muy Frío (Puna);62;5
11526;Laguna Awashcocha;Áncash;-9.938063423648146;-77.02518258147855;4375.0;Muy Frío (Puna);62;5
1046;Catarata Maria Jiray;Áncash;-9.341066841056255;-77.20354082209013;3444.0;Templado Seco (Quechua);62;5
1057;Fiesta Patronal De La Virgen De Guadalupe - Tocash;Áncash;-9.11168;-77.8025;2480.0;Templado Seco (Quechua);-1;13
1058;Cascada De Usgor;Áncash;-10.138115711999577;-77.16466210473271;3466.0;Templado Seco (Quechua);62;5
1059;Ciudadela De Pañamarca;Áncash;-9.20520127054815;-78.3753490447998;114.0;Cálido / Desértico (Costa);44;4
1070;Playa La Gramita - Casma;Áncash;-9.715202777777778;-78.29364166666664;0.0;Cálido / Desértico (Costa);43;4
1074;Danza Quillalla;Áncash;-8.9769;-77.1843;2759.0;Templado Seco (Quechua);62;13
1076;Cerro De Huancash;Áncash;-8.880190023969279;-77.35287956887339;3333.0;Templado Seco (Quechua);62;5
1088;Semana Santa Huaracina;Áncash;-9.52745;-77.5334;3034.0;Templado Seco (Quechua);20;2
1091;Nevado Urus - Parque Nacional Huascarán ;Áncash;-9.33050575092815;-77.41080522192385;5434.0;Glacial / Nieve (Janca);-1;5
1092;Basilica Catedral;Ayacucho;-13.160733164759725;-74.22512948513031;2748.0;Templado Seco (Quechua);24;15
1094;Templo De Santo Domingo;Ayacucho;-13.1584;-74.22590000000002;2757.0;Templado Seco (Quechua);24;15
1095;Templo Y Monasterio De Santa Clara;Ayacucho;-13.16319865497942;-74.22825694084167;2756.0;Templado Seco (Quechua);24;15
1098;Templo Y Convento De San Francisco De Asis;Ayacucho;-13.163621755679705;-74.22685146331787;2747.0;Templado Seco (Quechua);24;15
1099;Templo Y Monasterio De Santa Teresa;Ayacucho;-13.167799;-74.22777200000002;2751.0;Templado Seco (Quechua);24;15
1100;Templo De Santa Maria Magdalena;Ayacucho;-13.158028;-74.22149100000001;2749.0;Templado Seco (Quechua);24;15
1101;Templo De San Agustín;Ayacucho;-13.1599;-74.22730000000001;2761.0;Templado Seco (Quechua);24;15
1102;Templo San Francisco De Paula;Ayacucho;-13.159594023860286;-74.22728927116395;2761.0;Templado Seco (Quechua);24;15
1107;Casa Castilla Y Zamora;Ayacucho;-13.15981382307364;-74.2255961894989;2752.0;Templado Seco (Quechua);24;15
1108;Casona Colonial Boza Y Solis;Ayacucho;-13.160153353075298;-74.22639816999435;2755.0;Templado Seco (Quechua);24;15
1110;Museo Histórico Regional Hipolito Unanue;Ayacucho;-13.1474598346978;-74.2231822013855;2783.0;Templado Seco (Quechua);24;15
1113;Museo Mariscal Andrés A. Cáceres;Ayacucho;-13.165752958285214;-74.2276759067459;2749.0;Templado Seco (Quechua);24;15
1114;Mirador Turístico Acuchimay;Ayacucho;-13.171429;-74.22193;2852.0;Templado Seco (Quechua);24;15
1115;Barrio De Santa Ana;Ayacucho;-13.170132;-74.23049600000002;2799.0;Templado Seco (Quechua);24;15
1116;Templo De Santa Ana;Ayacucho;-13.170344257637492;-74.23084259033203;2805.0;Templado Seco (Quechua);24;15
1117;Cueva De Pikimachay;Ayacucho;-13.03853;-74.2281552;2942.0;Templado Seco (Quechua);24;15
1118;Arco Del Triunfo;Ayacucho;-13.163162090687072;-74.22699093818665;2750.0;Templado Seco (Quechua);24;15
1122;Aguas Termales De Niñobamba;Ayacucho;-13.5522;-74.62619999999998;3344.0;Templado Seco (Quechua);-1;0
1125;Complejo Arqueológico Wari;Ayacucho;-13.061699;-74.198045;2724.0;Templado Seco (Quechua);24;15
1128;Pueblo De Quinua;Ayacucho;-13.049013;-74.13933400000002;3274.0;Templado Seco (Quechua);24;15
1132;El Valle De Huanta;Ayacucho;-12.947808773184006;-74.27747440429813;2416.0;Templado Seco (Quechua);78;0
1133;Bosque De Piedras De Laupay;Ayacucho;-12.712529310284047;-74.24988198254142;4076.0;Muy Frío (Puna);-1;0
1137;Ushnu  Pirámide Ceremonial;Ayacucho;-13.65274275450672;-73.95510613918304;3467.0;Templado Seco (Quechua);77;23
1138;Plaza Inca Pachacutec De Vilcas Huaman;Ayacucho;-13.652953;-73.95387399999998;3475.0;Templado Seco (Quechua);77;23
1143;Iglesia San Antonio Catedral;Huancavelica;-12.78765;-74.97318;3679.0;Frío (Suni);25;15
1145;Iglesia Y Convento De San Francisco;Huancavelica;-12.788678919776617;-74.97576363835192;3682.0;Frío (Suni);25;15
1146;Museo Regional Daniel Hernández Morillo;Huancavelica;-12.78778527669261;-74.97405052185059;3681.0;Frío (Suni);25;15
1147;Puente Colonial De Izcuchaca;Huancavelica;-12.49918238136177;-74.99719912268449;2896.0;Templado Seco (Quechua);-1;0
1148;Pueblo De Sacsamarca;Huancavelica;-12.79888888888889;-74.99305555555554;3956.0;Frío (Suni);25;15
1149;Bosque De Piedras Cceroncancha - Chacarilla;Huancavelica;-12.745871811115034;-74.90461366137697;4089.0;Muy Frío (Puna);-1;15
1150;Complejo Ecoturístico De San Cristóbal;Huancavelica;-12.782777777777778;-74.97416666666663;3698.0;Frío (Suni);25;15
1152;Casa Hacienda Santa Rosa;Huancavelica;-12.792947662396902;-74.94537629101563;3764.0;Frío (Suni);25;15
1153;Complejo Arqueológico De Uchkus Inkañan;Huancavelica;-12.73492099702771;-74.85755667724605;3716.0;Frío (Suni);25;15
1155;Piscina De  Huapa;Huancavelica;-13.012222222222222;-74.75777777777779;3847.0;Frío (Suni);-1;0
1156;Casona De Ocopa;Huancavelica;-12.947777777777778;-74.7163888888889;3213.0;Templado Seco (Quechua);-1;0
1157;Complejo Arqueológico Palacio Inca;Huancavelica;-13.605029;-75.354265;2697.0;Templado Seco (Quechua);-1;18
1158;Laguna De Choclococha;Huancavelica;-13.207199136878335;-75.07168728027341;4514.0;Muy Frío (Puna);-1;0
1167;Baños Termales De Coris Pampalca;Huancavelica;-12.594718;-74.364393;1948.0;Templado Cálido (Yunga);-1;0
1173;Fuente Ornamental;Tacna;-18.013938797077724;-70.25122372883607;566.0;Templado Cálido (Yunga);11;16
1174;Estacion De Ferrocarril Tacna - Arica;Tacna;-18.012984840325196;-70.25442842824174;555.0;Templado Cálido (Yunga);11;16
1175;Museo Histórico Regional De Tacna;Tacna;-18.013352;-70.24915900000002;570.0;Templado Cálido (Yunga);11;16
1179;Museo Salesiano Vicente Rasetto;Junín;-12.065675;-75.214493;3253.0;Templado Seco (Quechua);26;15
1180;Pueblo Tradicional De Orcotuna;Junín;-11.9689606;-75.3097351;3261.0;Templado Seco (Quechua);26;15
1183;Bosque Dorado De Paccha;Junín;-11.987986;-75.197724;3716.0;Frío (Suni);26;15
1192;Pueblo Artesanal De Cochas Chico;Junín;-12.00792;-75.19584;3464.0;Templado Seco (Quechua);26;15
1194;Iglesia Matriz De San Juan Bautista De Chupaca;Junín;-12.0666667;-75.28305555555;3255.0;Templado Seco (Quechua);26;15
1198;Iglesia Matriz De Santa Rosa De Ocopa;Junín;-11.87416;-75.294147;3383.0;Templado Seco (Quechua);73;0
1205;Balneario De Ancón;Lima;-11.773232;-77.17604599999999;0.0;Cálido / Desértico (Costa);35;19
1208;Centro Turístico Cultural Castillo De Chancay;Lima;-11.57397917916931;-77.27172191009521;0.0;Cálido / Desértico (Costa);35;19
1221;Sitio Arqueológico De Rupak;Lima;-11.32527;-76.80482;3507.0;Frío (Suni);48;8
1232;Área De Conservación Regional Albufera De Medio Mundo;Lima;-10.91511;-77.67461;3.0;Cálido / Desértico (Costa);42;4
1234;Playas De Barranca;Lima;-10.761347587595491;-77.76374670552252;3.0;Cálido / Desértico (Costa);42;4
1237;Ciudad Sagrada De Caral ;Lima;-10.892818284238;-77.52322759259033;349.0;Cálido / Desértico (Costa);-1;4
1238;Playa La Isla Del Faraón;Lima;-10.809988;-77.750314;0.0;Cálido / Desértico (Costa);42;4
1253;Capilla Santa Verónica;Lambayeque;-6.77354;-79.84176;33.0;Cálido / Desértico (Costa);5;14
1254;Playa Naylamp;Lambayeque;-6.7369;-79.99886;2.0;Cálido / Desértico (Costa);5;14
1259;Complejo Arqueológico De Inca Wasi;Huancavelica;-13.573599;-75.254089;3778.0;Frío (Suni);-1;8
1261;Reserva Nacional Pampa Galeras;Ayacucho;-14.66867101154085;-74.40601323920959;3942.0;Frío (Suni);-1;18
1262;Pueblo De Puquio;Ayacucho;-14.693984636643366;-74.12418747947082;3216.0;Templado Seco (Quechua);70;18
1265;Lagunas De Yaurihuiri Y Tahuaccocha;Ayacucho;-14.6163072;-73.96142;4387.0;Muy Frío (Puna);-1;18
1266;Pueblo De Andamarca;Ayacucho;-14.387534;-73.961963;3451.0;Templado Seco (Quechua);70;18
1267;Complejo Arqueológico De Caniche;Ayacucho;-14.383648422067514;-73.95759209108566;3453.0;Templado Seco (Quechua);70;18
1268;Catarata De Puzapaqcha;Ayacucho;-14.434775711360093;-73.97176488352036;3799.0;Frío (Suni);70;18
1269;Aguas Termales De Tinkua;Ayacucho;-14.416008769346696;-73.9585382376671;3546.0;Frío (Suni);70;18
1287;Iglesia Catedral Matriz Del Callao;Callao;-12.059757361093467;-77.14653333498762;6.0;Cálido / Desértico (Costa);21;9
1292;Baños Termales De Chancos;Áncash;-9.31946595607932;-77.57493361830711;2887.0;Templado Seco (Quechua);62;13
1295;Museo Arqueológico Y Etnográfico Del Conjunto Monumental Belen;Cajamarca;-7.15955;-78.51720599999999;2738.0;Templado Seco (Quechua);17;2
1296;Cueva De Guitarrero;Áncash;-9.200276;-77.710038;2598.0;Templado Seco (Quechua);62;13
1298;Fortaleza De Paramonga;Lima;-10.653176;-77.841393;15.0;Cálido / Desértico (Costa);42;4
1302;Islas Cavinzas E Islotes Palomino - Rnsiipg;Callao;-12.127481;-77.231273;0.0;Cálido / Desértico (Costa);-1;9
1305;Islas Ballestas - Rnsiipg;Ica;-13.73707622881292;-76.39696258064563;3.0;Cálido / Desértico (Costa);41;4
1306;Plaza Miguel Grau Del Callao;Callao;-12.059276;-77.148658;4.0;Cálido / Desértico (Costa);21;9
1307; Fortaleza Real Felipe ;Callao;-12.062740169;-77.148824725;6.0;Cálido / Desértico (Costa);21;9
1308;Museo Naval Capitán De Navío Julio Elías Murguia;Callao;-12.06053593450848;-77.14810329447744;7.0;Cálido / Desértico (Costa);21;9
1309;Basilica Santuario Nuestra Señora Del Carmen De La Legua;Callao;-12.05309;-77.09749;50.0;Cálido / Desértico (Costa);-1;9
1310;Plaza Independencia Del Callao;Callao;-12.06152995442827;-77.14765846067213;7.0;Cálido / Desértico (Costa);21;9
1312;Zona Monumental Del Callao;Callao;-12.059361320753462;-77.14706880971791;4.0;Cálido / Desértico (Costa);21;9
1313;Barrio De Chucuito;Callao;-12.064914097814324;-77.15437073743442;2.0;Cálido / Desértico (Costa);21;9
1315;Parque Agua De Los Pajaritos;La Libertad;-7.821292976682013;-78.04140329360956;3210.0;Templado Seco (Quechua);49;28
1316;Laguna De Pacucha;Apurímac;-13.606448;-73.337019;3107.0;Templado Seco (Quechua);71;23
1327;Nevado Pirámide De Garcilaso;Áncash;-8.975825530320352;-77.62061160447354;5526.0;Glacial / Nieve (Janca);-1;5
1330;Nevado  Vallunaraju - Sector Independencia;Áncash;-9.42221103338136;-77.45613455772401;5566.0;Glacial / Nieve (Janca);-1;22
1332;Nevado Ranrapalca;Áncash;-9.411047;-77.41666800000002;6068.0;Glacial / Nieve (Janca);-1;22
1333;Tuktu Picante;Áncash;-8.9769;-77.1843;2759.0;Templado Seco (Quechua);62;13
1334;Nevado Ishinca;Áncash;-9.389230555555557;-77.40360277777779;5378.0;Glacial / Nieve (Janca);-1;5
1335;Danza Los Shajshas De Corongo;Áncash;-8.56854;-77.8968;3162.0;Templado Seco (Quechua);49;28
1336;Nevado Pisco;Áncash;-8.990801748213924;-77.62986594567302;4766.0;Muy Frío (Puna);62;5
1337;Castillos Encantados De Callalli;Arequipa;-15.50983869070976;-71.41245162698362;3879.0;Frío (Suni);76;3
1338;Volcan Chachani;Arequipa;-16.195058477472756;-71.53069496154791;6027.0;Glacial / Nieve (Janca);-1;12
1339;Volcán Ubinas -Moquegua;Moquegua;-16.354979821893377;-70.90292930603022;5413.0;Glacial / Nieve (Janca);-1;3
1360;Museo De Arte De Lima - Mali;Lima;-12.060361623007346;-77.037001682209;140.0;Cálido / Desértico (Costa);28;9
1362;Museo De Los Combatientes Del Morro De Arica;Lima;-12.044414376836777;-77.03260899999998;156.0;Cálido / Desértico (Costa);28;9
1374;Casona San Marcos - Centro Cultural De San Marcos;Lima;-12.05409738679072;-77.03219018650816;152.0;Cálido / Desértico (Costa);28;9
1379;Museo Naval Casa Grau ;Lima;-12.047517929156207;-77.03346332027246;157.0;Cálido / Desértico (Costa);28;9
1384;Palacio Legislativo;Lima;-12.048338241932523;-77.02496078157998;166.0;Cálido / Desértico (Costa);28;9
1393;Museo Central - Mucen (Museo Del Banco Central De Reserva Del Perú);Lima;-12.0482916828035;-77.03009879600665;163.0;Cálido / Desértico (Costa);28;9
1396;Templo De San Francisco De Asís;Lima;-12.144905052259352;-77.01992690563202;72.0;Cálido / Desértico (Costa);29;9
1402;Parque Ecológico Municipal - Laguna El Mirador;Callao;-11.871949663062953;-77.13764905929567;2.0;Cálido / Desértico (Costa);35;19
1409;Parque Nacional Tingo María ;Huánuco;-9.32607;-76.02937;668.0;Templado Cálido (Yunga);33;19
1421;Aguas Termales De Putina;Moquegua;-16.734737;-70.695175;2965.0;Templado Seco (Quechua);31;12
1433;Fiesta Patronal El Agua Y San Pedro;Áncash;-8.56854;-77.8968;3162.0;Templado Seco (Quechua);49;28
1435;Festividad Del Señor De Santa Cruz De Olleros;Áncash;-8.9769;-77.1843;2759.0;Templado Seco (Quechua);62;13
1438;Quebrada Cojup;Áncash;-9.436572688787798;-77.40606295395683;4261.0;Muy Frío (Puna);19;22
1441;Quebrada Llaca;Áncash;-9.444795614989076;-77.45220739853951;4326.0;Muy Frío (Puna);19;22
1443;Laguna Reparin;Áncash;-9.2989533;-77.15344729999998;3395.0;Templado Seco (Quechua);62;5
1446;Puchero De Olleros ;Áncash;-8.9769;-77.1843;2759.0;Templado Seco (Quechua);62;13
1447;Corpus Cristi - Chacas;Áncash;-9.16247;-77.3695;3321.0;Templado Seco (Quechua);62;5
1448;Nevado San Juan - Parque Nacional Huascarán ;Áncash;-9.47273383768504;-77.33909741571256;5105.0;Glacial / Nieve (Janca);-1;5
1449;Comunidad De Llachon;Puno;-15.7229892024;-69.78404045104;3862.0;Frío (Suni);30;12
1455;Nevado Ocshapalca;Áncash;-9.408546491323388;-77.43564273308287;5749.0;Glacial / Nieve (Janca);-1;22
1458;Museo Etnológico;Piura;-5.558242;-80.82448299999999;20.0;Cálido / Desértico (Costa);-1;1
1465;Casa Velarde Alvarez;Ayacucho;-13.160205588418409;-74.22515094280243;2748.0;Templado Seco (Quechua);24;15
1469;Playa De Chulliyachi;Piura;-5.568892;-80.87468100000001;0.0;Cálido / Desértico (Costa);-1;1
1474;Festividad Del Señor Cautivo De Ayabaca;Piura;-4.6394;-79.7162;2747.0;Templado Seco (Quechua);55;17
1482;Mirador Paisajístico Natural Cerro Yantuma;Piura;-4.612753;-79.71850999999998;2703.0;Templado Seco (Quechua);55;17
1508;Templo Del Señor De Amancaes - Conchopata;Ayacucho;-13.1630132217261;-74.2174449563026;2727.0;Templado Seco (Quechua);24;15
1512;Templo De Carmen Alto;Ayacucho;-13.17599059879;-74.22642230987;2799.0;Templado Seco (Quechua);24;15
1515;Iglesia San Juan Bautista;Ayacucho;-13.65401468446282;-73.95379185676575;3473.0;Templado Seco (Quechua);77;23
1519;Iglesia San Pedro Matriz De Huanta;Ayacucho;-12.9395830431011;-74.24756672745502;2641.0;Templado Seco (Quechua);78;0
1521;Playa Hondos;Lambayeque;-6.8858454;-79.919616;0.0;Cálido / Desértico (Costa);5;14
1522;Alforjas Labradas De Monsefú;Lambayeque;-6.87867;-79.8715;13.0;Cálido / Desértico (Costa);5;14
1530;Cerro Yambur;Piura;-4.977682;-79.71850999999998;2206.0;Templado Cálido (Yunga);55;17
1537;Playa Los Palos;Tacna;-18.29644629237209;-70.44710763558197;5.0;Cálido / Desértico (Costa);27;20
1566;Mirador Punta De Tahuishco;San Martín;-6.02612235965214;-76.96738881845478;877.0;Templado Cálido (Yunga);54;21
1570;Las Pozas De Juningue;San Martín;-6.031374723809586;-76.90398573875429;868.0;Templado Cálido (Yunga);-1;1
1576;Cascada De Asnacyacu ;San Martín;-6.069117113116247;-77.00373797553254;897.0;Templado Cálido (Yunga);54;21
1577;Catarata De Huacamaillo;San Martín;-6.388547425944;-76.40119034846;590.0;Templado Cálido (Yunga);10;25
1591;Cueva De Los Huacharos ;San Martín;-6.227735032190953;-77.16466522832306;1018.0;Templado Cálido (Yunga);54;21
1592;Aguas Termales Y Sulfurosas De Jepelacio;San Martín;-6.130629774129879;-76.88852461772495;1033.0;Templado Cálido (Yunga);-1;13
1593;Tabacalera Del Oriente;San Martín;-6.494421753485;-76.36874916231;283.0;Cálido / Desértico (Costa);10;25
1598;Embarcadero Turístico De Tahuishco;San Martín;-6.023874050951437;-76.96395993232727;807.0;Templado Cálido (Yunga);54;21
1599;Petroglifos De Huáncor;Ica;-13.395124866773983;-75.89894318444824;526.0;Templado Cálido (Yunga);-1;19
1610;Bodega Tacama;Ica;-14.004184;-75.718695;428.0;Cálido / Desértico (Costa);3;9
1613;Ciudadela De Huayuri;Ica;-14.529183014823433;-75.26995903690441;507.0;Templado Cálido (Yunga);-1;19
1614;Necrópolis De Chauchilla;Ica;-14.982451360577569;-74.92745518684382;555.0;Templado Cálido (Yunga);-1;11
1615;Centro Administrativo Inca Los Paredones;Ica;-14.841541352442205;-74.93434846401215;591.0;Templado Cálido (Yunga);-1;11
1648;Chucuito Ciudad De Las Cajas Reales;Puno;-15.894431510837252;-69.88993138074875;3874.0;Frío (Suni);8;6
1652;Piscicultura De Chucuito - Centro De Investigación Y Producción Pesquera De Chucuito.;Puno;-15.896932800651497;-69.89650379866362;3909.0;Frío (Suni);8;6
1655;Vicuñas De Cala Cala, Cambria Y Picotani;Puno;-14.559847469332157;-69.80314498309326;4499.0;Muy Frío (Puna);-1;3
1674;Templo De San Salvador;Puno;-15.642383434829446;-69.83048558235168;3860.0;Frío (Suni);30;12
1681;Archipielago De Wiñaymarca;Puno;-16.312490288660072;-68.85705996450426;3847.0;Frío (Suni);69;3
1686;Laguna Purhuay;Áncash;-9.313778;-77.20668599999999;3494.0;Templado Seco (Quechua);62;5
1694;Baños Termales De Chavín;Áncash;-9.599675912275496;-77.17750936746597;3174.0;Templado Seco (Quechua);62;5
1697;Danza Duende, Pallas Y Auqas;Áncash;-9.10077;-77.0184;3499.0;Templado Seco (Quechua);62;5
1701;Quebrada Carhuascancha;Áncash;-9.476487;-77.26899700000001;4053.0;Muy Frío (Puna);62;5
1704;Laguna Canchiscocha;Áncash;-8.790557207770588;-77.33248377045884;4091.0;Muy Frío (Puna);49;28
1707;Agua Gasificada De Pumapampa;Áncash;-9.881175;-77.287662;4192.0;Muy Frío (Puna);62;5
1708;Puchero De San Nicolás;Áncash;-8.9769;-77.1843;2759.0;Templado Seco (Quechua);62;13
1710;Wanka Danza;Áncash;-9.52524;-77.1575;2962.0;Templado Seco (Quechua);62;5
1714;Mirador Natural De Portachuelo ;Áncash;-9.043325681014077;-77.59741901724874;4601.0;Muy Frío (Puna);62;5
1716;Carnaval Huaracino;Áncash;-9.52745;-77.5334;3034.0;Templado Seco (Quechua);20;2
1719;Catedral De Huánuco;Huánuco;-9.928715236452891;-76.23962134122849;1900.0;Templado Cálido (Yunga);15;2
1720;Danza Paso Huanquilla;Áncash;-9.09342;-77.3332;3081.0;Templado Seco (Quechua);62;5
1725;Yuyo Pichu;Áncash;-8.9769;-77.1843;2759.0;Templado Seco (Quechua);62;13
1729;Plaza De Armas De Huánuco;Huánuco;-9.92947350038487;-76.23973399400711;1902.0;Templado Cálido (Yunga);15;2
1734;Complejo Arqueológico San José De Moro;La Libertad;-7.180959330188864;-79.43890307822653;126.0;Cálido / Desértico (Costa);46;10
1735;Sitio Arqueológico Wiracochapampa;La Libertad;-7.7895;-78.04594;3040.0;Templado Seco (Quechua);49;28
1736;Cascada De Paccha;San Martín;-6.221226182585945;-76.91937511775677;1208.0;Templado Cálido (Yunga);-1;13
1738;Museo Nacional De Sicán;Lambayeque;-6.623964751985984;-79.78609775447421;39.0;Cálido / Desértico (Costa);5;14
1739;Cuevas De Mollepunku;Arequipa;-15.663614502529848;-71.41618431027882;4385.0;Muy Frío (Puna);-1;3
1740;Pueblo De  Sibayo;Arequipa;-15.486324023310091;-71.45716488361364;3817.0;Frío (Suni);76;3
1742;Templo De La Purísima Concepción;Arequipa;-15.622902509603083;-71.7683681845665;3358.0;Templado Seco (Quechua);76;3
1747;Complejo Minero Santa Bárbara;Huancavelica;-12.809713;-74.975362;4188.0;Muy Frío (Puna);-1;15
1749;Catarata El Breo;San Martín;-7.36448;-76.81420000000003;362.0;Cálido / Desértico (Costa);58;21
1754;Cascada Timón;San Martín;-7.449139960880176;-76.90192676225385;392.0;Cálido / Desértico (Costa);58;21
1755;Quebrada Churo - Parte Baja;San Martín;-7.46348333447;-76.9191974356;1013.0;Templado Cálido (Yunga);-1;21
1756;Centro De Interpretación Del Parque Nacional Río Abiseo;San Martín;-7.317700530847062;-76.77714943885805;296.0;Cálido / Desértico (Costa);58;21
1760;Cascada De Shima;San Martín;-6.899107350336;-76.83178171847;513.0;Templado Cálido (Yunga);-1;1
1763;Manantial De Sacanche;San Martín;-7.097593335543;-76.78709306524;419.0;Cálido / Desértico (Costa);58;21
1765;Manglares De Tumbes Sector Puerto Pizarro;Tumbes;-3.4998217088267145;-80.38993222453689;0.0;Cálido / Desértico (Costa);7;14
1771;Aguas  Minero Medicinales De Ccaylla ;Cusco;-14.1843942;-71.345888;3487.0;Templado Seco (Quechua);75;3
1779;Zona Arqueológica Yucay;Cusco;-13.31253125887;-72.0850484305;2894.0;Templado Seco (Quechua);79;23
1790;Sitio Arqueológico De Qoricancha;Cusco;-13.520232;-71.97524699999997;3393.0;Templado Seco (Quechua);22;6
1792;Templo De Santiago Apóstol;Cusco;-13.525735744013216;-71.9835106908074;3417.0;Templado Seco (Quechua);22;6
1795;Sitio Arqueológico Karajía;Amazonas;-6.16252959;-78.0213327;2727.0;Templado Seco (Quechua);18;2
1797;Centro De Conservación De Vicuñas De Lliullita  ;Apurímac;-13.996322;-72.805001;4600.0;Muy Frío (Puna);-1;23
1799;Templo Colonial Santa Isabel De Caype;Apurímac;-13.796854487681497;-72.83130884170534;3012.0;Templado Seco (Quechua);-1;6
1800;Sitio Arqueológico De Curamba;Apurímac;-13.62388269847;-73.13735961914;3617.0;Frío (Suni);-1;23
1801;Templo Nuestra Señora De Las Mercedes De Pampamarca;Apurímac;-14.42830056991;-73.20648550987;3405.0;Templado Seco (Quechua);70;18
1802;Museo De Sullana Luis Cruz Merino;Piura;-4.889774276708332;-80.68783700466156;44.0;Cálido / Desértico (Costa);-1;1
1805;Lago Misisipi;Madre De Dios;-12.83117016;-69.44748201;209.0;Tropical Húmedo (Selva);0;20
1812;Templo De San  Francisco De Asis;Cusco;-13.3306988;-72.1561903;3354.0;Templado Seco (Quechua);80;23
1813;Salineras De Maras;Cusco;-13.300127102679188;-72.15586180622108;2980.0;Templado Seco (Quechua);79;23
1814; Complejo Arqueologico De Moray;Cusco;-13.3279193;-72.1956766;3496.0;Templado Seco (Quechua);80;23
1818;Templo De  Tiobamba;Cusco;-13.34;-72.14028;3345.0;Templado Seco (Quechua);80;23
1821;Templo  San Juan Bautista De Huaro;Cusco;-13.690934151038132;-71.64083451032633;3162.0;Templado Seco (Quechua);79;23
1822;Capilla De La Virgen Purificada En Canicunca;Cusco;-13.68735475773505;-71.63547642824176;3202.0;Templado Seco (Quechua);79;23
1828;Sitio Arqueológico Waqrapukara - Sector Pomacanchi;Cusco;-14.019863239368162;-71.69389879638858;4078.0;Muy Frío (Puna);-1;23
1830;Templo Colonial De Chinchero;Cusco;-13.39062498132467;-72.04721383195493;3749.0;Frío (Suni);22;6
1837;Complejo Arqueológico Dos Cabezas;La Libertad;-7.34454141233;-79.58334119428;6.0;Cálido / Desértico (Costa);46;10
1843;Baños Termales De Yanasara;La Libertad;-7.815606407253706;-77.90875237814684;2397.0;Templado Seco (Quechua);-1;28
1849;Iglesia Y Convento De Las Monjas Concepcionistas Descalzas;Cajamarca;-7.158803008049984;-78.51548563558197;2726.0;Templado Seco (Quechua);17;2
1850;Zona Arqueológica Puruchuco - Huaquerones;Lima;-12.04796437;-76.93421239;299.0;Cálido / Desértico (Costa);-1;9
1851;Sitio Arqueológico Cantamarca;Lima;-11.438714;-76.59177699999998;3790.0;Frío (Suni);48;8
1853;Naciente Del Río Tioyacu;San Martín;-5.991234515026867;-77.28749393525698;825.0;Templado Cálido (Yunga);54;21
